frontend_api_id,http_method,frontend_path,backend_api_ids,match_status,frontend_source
FEAPI-0386,GET,/system/dept/shop-tree,BEAPI-0485,exact-candidate,erp-ui/src/api/system/dept.js:24
FEAPI-0387,GET,/system/dept/warehouse-list,BEAPI-0486,exact-candidate,erp-ui/src/api/system/dept.js:32
FEAPI-0388,GET,/system/dept/visible-store-list,BEAPI-0487,exact-candidate,erp-ui/src/api/system/dept.js:41
FEAPI-0389,GET,/system/dept/list/exclude/{deptId},BEAPI-0488,exact-candidate,erp-ui/src/api/system/dept.js:50
FEAPI-0390,GET,/system/dept/{deptId},BEAPI-0489,exact-candidate,erp-ui/src/api/system/dept.js:58
FEAPI-0391,POST,/system/dept,BEAPI-0490,exact-candidate,erp-ui/src/api/system/dept.js:66
FEAPI-0392,PUT,/system/dept,BEAPI-0491,exact-candidate,erp-ui/src/api/system/dept.js:75
FEAPI-0393,PUT,/system/dept/updateSort,BEAPI-0492,exact-candidate,erp-ui/src/api/system/dept.js:84
FEAPI-0394,DELETE,/system/dept/{deptId},BEAPI-0493,exact-candidate,erp-ui/src/api/system/dept.js:94
FEAPI-0395,GET,/system/dict/data/list,BEAPI-0494,exact-candidate,erp-ui/src/api/system/dict/data.js:6
FEAPI-0396,GET,/system/dict/data/{dictCode},BEAPI-0496,exact-candidate,erp-ui/src/api/system/dict/data.js:15
FEAPI-0397,GET,/system/dict/data/type/{dictType},BEAPI-0497,exact-candidate,erp-ui/src/api/system/dict/data.js:23
FEAPI-0398,POST,/system/dict/data,BEAPI-0498,exact-candidate,erp-ui/src/api/system/dict/data.js:31
FEAPI-0399,PUT,/system/dict/data,BEAPI-0499,exact-candidate,erp-ui/src/api/system/dict/data.js:40
FEAPI-0400,DELETE,/system/dict/data/{dictCode},BEAPI-0500,exact-candidate,erp-ui/src/api/system/dict/data.js:49
FEAPI-0401,GET,/system/dict/type/list,BEAPI-0501,exact-candidate,erp-ui/src/api/system/dict/type.js:6
FEAPI-0402,GET,/system/dict/type/{dictId},BEAPI-0503,exact-candidate,erp-ui/src/api/system/dict/type.js:15
FEAPI-0403,POST,/system/dict/type,BEAPI-0504,exact-candidate,erp-ui/src/api/system/dict/type.js:23
FEAPI-0404,PUT,/system/dict/type,BEAPI-0505,exact-candidate,erp-ui/src/api/system/dict/type.js:32
FEAPI-0405,DELETE,/system/dict/type/{dictId},BEAPI-0506,exact-candidate,erp-ui/src/api/system/dict/type.js:41
FEAPI-0406,DELETE,/system/dict/type/refreshCache,BEAPI-0507,exact-candidate,erp-ui/src/api/system/dict/type.js:49
FEAPI-0407,GET,/system/dict/type/optionselect,BEAPI-0508,exact-candidate,erp-ui/src/api/system/dict/type.js:57
FEAPI-0408,DELETE,/file/delete,BEAPI-0043,exact-candidate,erp-ui/src/api/system/file.js:5
FEAPI-0409,GET,/system/legalEntity/options,BEAPI-0509,exact-candidate,erp-ui/src/api/system/legalEntity.js:5
FEAPI-0410,GET,/system/legalEntity/list,BEAPI-0510,exact-candidate,erp-ui/src/api/system/legalEntity.js:12
FEAPI-0411,GET,/system/legalEntity/{legalEntityId},BEAPI-0511,exact-candidate,erp-ui/src/api/system/legalEntity.js:20
FEAPI-0412,POST,/system/legalEntity,BEAPI-0512,exact-candidate,erp-ui/src/api/system/legalEntity.js:27
FEAPI-0413,PUT,/system/legalEntity,BEAPI-0513,exact-candidate,erp-ui/src/api/system/legalEntity.js:35
FEAPI-0414,GET,/system/logininfor/list,BEAPI-0514,exact-candidate,erp-ui/src/api/system/logininfor.js:6
FEAPI-0415,DELETE,/system/logininfor/{infoId},BEAPI-0516,exact-candidate,erp-ui/src/api/system/logininfor.js:15
FEAPI-0416,GET,/system/logininfor/unlock/{userName},BEAPI-0518,exact-candidate,erp-ui/src/api/system/logininfor.js:23
FEAPI-0417,DELETE,/system/logininfor/clean,BEAPI-0517,exact-candidate,erp-ui/src/api/system/logininfor.js:30
FEAPI-0418,GET,/system/menu/list,BEAPI-0520,exact-candidate,erp-ui/src/api/system/menu.js:6
FEAPI-0419,GET,/system/menu/{menuId},BEAPI-0521,exact-candidate,erp-ui/src/api/system/menu.js:15
FEAPI-0420,GET,/system/menu/treeselect,BEAPI-0522,exact-candidate,erp-ui/src/api/system/menu.js:23
FEAPI-0421,GET,/system/menu/roleMenuTreeselect/{roleId},BEAPI-0523,exact-candidate,erp-ui/src/api/system/menu.js:31
FEAPI-0422,POST,/system/menu,BEAPI-0524,exact-candidate,erp-ui/src/api/system/menu.js:39
FEAPI-0423,PUT,/system/menu,BEAPI-0525,exact-candidate,erp-ui/src/api/system/menu.js:48
FEAPI-0424,PUT,/system/menu/updateSort,BEAPI-0526,exact-candidate,erp-ui/src/api/system/menu.js:57
FEAPI-0425,DELETE,/system/menu/{menuId},BEAPI-0527,exact-candidate,erp-ui/src/api/system/menu.js:67
FEAPI-0426,GET,/system/mobile/profile,BEAPI-0529,exact-candidate,erp-ui/src/api/system/mobile.js:5
FEAPI-0427,GET,/system/mobile/options/warehouses,BEAPI-0530,exact-candidate,erp-ui/src/api/system/mobile.js:12
FEAPI-0428,GET,/system/notice/list,BEAPI-0531,exact-candidate,erp-ui/src/api/system/notice.js:6
FEAPI-0429,GET,/system/notice/{noticeId},BEAPI-0532,exact-candidate,erp-ui/src/api/system/notice.js:15
FEAPI-0430,GET,/system/notice/inbox/{noticeId},BEAPI-0533,exact-candidate,erp-ui/src/api/system/notice.js:23
FEAPI-0431,POST,/system/notice,BEAPI-0534,exact-candidate,erp-ui/src/api/system/notice.js:31
FEAPI-0432,PUT,/system/notice,BEAPI-0535,exact-candidate,erp-ui/src/api/system/notice.js:40
FEAPI-0433,POST,/system/notice/audience-preview,BEAPI-0536,exact-candidate,erp-ui/src/api/system/notice.js:49
FEAPI-0434,GET,/system/notice/audience-options,BEAPI-0537,exact-candidate,erp-ui/src/api/system/notice.js:58
FEAPI-0435,POST,/system/notice/{noticeId}/publish,BEAPI-0538,exact-candidate,erp-ui/src/api/system/notice.js:67
FEAPI-0436,POST,/system/notice/{noticeId}/cancel-schedule,BEAPI-0539,exact-candidate,erp-ui/src/api/system/notice.js:76
FEAPI-0437,POST,/system/notice/{noticeId}/offline,BEAPI-0540,exact-candidate,erp-ui/src/api/system/notice.js:85
FEAPI-0438,POST,/system/notice/{noticeId}/new-version,BEAPI-0541,exact-candidate,erp-ui/src/api/system/notice.js:94
FEAPI-0439,DELETE,/system/notice/{noticeId},BEAPI-0546,exact-candidate,erp-ui/src/api/system/notice.js:104
FEAPI-0440,GET,/system/notice/listTop,BEAPI-0542,exact-candidate,erp-ui/src/api/system/notice.js:112
FEAPI-0441,POST,/system/notice/markRead,BEAPI-0543,exact-candidate,erp-ui/src/api/system/notice.js:120
FEAPI-0442,POST,/system/notice/markReadAll,BEAPI-0544,exact-candidate,erp-ui/src/api/system/notice.js:129
FEAPI-0443,GET,/system/notice/readUsers/list,BEAPI-0545,exact-candidate,erp-ui/src/api/system/notice.js:137
FEAPI-0444,GET,/system/operlog/list,BEAPI-0547,exact-candidate,erp-ui/src/api/system/operlog.js:6
FEAPI-0445,GET,/system/operlog/{operId},BEAPI-0549,exact-candidate,erp-ui/src/api/system/operlog.js:15
FEAPI-0446,DELETE,/system/operlog/{operId},BEAPI-0550,exact-candidate,erp-ui/src/api/system/operlog.js:23
FEAPI-0447,DELETE,/system/operlog/clean,BEAPI-0551,exact-candidate,erp-ui/src/api/system/operlog.js:31
FEAPI-0448,GET,/system/post/list,BEAPI-0553,exact-candidate,erp-ui/src/api/system/post.js:6
FEAPI-0449,GET,/system/post/optionselect,BEAPI-0559,exact-candidate,erp-ui/src/api/system/post.js:15
FEAPI-0450,GET,/system/post/{postId},BEAPI-0555,exact-candidate,erp-ui/src/api/system/post.js:23
FEAPI-0451,POST,/system/post,BEAPI-0556,exact-candidate,erp-ui/src/api/system/post.js:31
FEAPI-0452,PUT,/system/post,BEAPI-0557,exact-candidate,erp-ui/src/api/system/post.js:40
FEAPI-0453,DELETE,/system/post/{postId},BEAPI-0558,exact-candidate,erp-ui/src/api/system/post.js:49
FEAPI-0454,GET,/system/role/list,BEAPI-0566,exact-candidate,erp-ui/src/api/system/role.js:6
FEAPI-0455,GET,/system/role/{roleId},BEAPI-0568,exact-candidate,erp-ui/src/api/system/role.js:15
FEAPI-0456,POST,/system/role,BEAPI-0569,exact-candidate,erp-ui/src/api/system/role.js:23
FEAPI-0457,PUT,/system/role,BEAPI-0570,exact-candidate,erp-ui/src/api/system/role.js:32
FEAPI-0458,PUT,/system/role/dataScope,BEAPI-0571,exact-candidate,erp-ui/src/api/system/role.js:41
FEAPI-0459,PUT,/system/role/changeStatus,BEAPI-0572,exact-candidate,erp-ui/src/api/system/role.js:54
FEAPI-0460,DELETE,/system/role/{roleId},BEAPI-0573,exact-candidate,erp-ui/src/api/system/role.js:63
FEAPI-0461,GET,/system/role/authUser/allocatedList,BEAPI-0575,exact-candidate,erp-ui/src/api/system/role.js:71
FEAPI-0462,GET,/system/role/authUser/unallocatedList,BEAPI-0576,exact-candidate,erp-ui/src/api/system/role.js:80
FEAPI-0463,PUT,/system/role/authUser/cancel,BEAPI-0577,exact-candidate,erp-ui/src/api/system/role.js:89
FEAPI-0464,PUT,/system/role/authUser/cancelAll,BEAPI-0578,exact-candidate,erp-ui/src/api/system/role.js:98
FEAPI-0465,PUT,/system/role/authUser/selectAll,BEAPI-0579,exact-candidate,erp-ui/src/api/system/role.js:107
FEAPI-0466,GET,/system/role/deptTree/{roleId},BEAPI-0580,exact-candidate,erp-ui/src/api/system/role.js:116
FEAPI-0467,GET,/system/role/deptTree,BEAPI-0581,exact-candidate,erp-ui/src/api/system/role.js:124
FEAPI-0468,GET,/system/role/optionselect,BEAPI-0574,exact-candidate,erp-ui/src/api/system/role.js:132
FEAPI-0469,GET,/system/salaryConfig/list,BEAPI-0582,exact-candidate,erp-ui/src/api/system/salaryConfig.js:6
FEAPI-0470,GET,/system/salaryConfig/{schemeId},BEAPI-0584,exact-candidate,erp-ui/src/api/system/salaryConfig.js:15
FEAPI-0471,GET,/system/salaryConfig/options,BEAPI-0585,exact-candidate,erp-ui/src/api/system/salaryConfig.js:23
FEAPI-0472,GET,/system/salaryConfig/users,BEAPI-0586,exact-candidate,erp-ui/src/api/system/salaryConfig.js:32
FEAPI-0473,GET,/system/salaryConfig/shopTree,BEAPI-0587,exact-candidate,erp-ui/src/api/system/salaryConfig.js:41
FEAPI-0474,POST,/system/salaryConfig,BEAPI-0588,exact-candidate,erp-ui/src/api/system/salaryConfig.js:49
FEAPI-0475,PUT,/system/salaryConfig,BEAPI-0589,exact-candidate,erp-ui/src/api/system/salaryConfig.js:58
FEAPI-0476,DELETE,/system/salaryConfig/{schemeId},BEAPI-0590,exact-candidate,erp-ui/src/api/system/salaryConfig.js:67
FEAPI-0477,GET,/system/salaryConfig/{schemeId}/items,BEAPI-0591,exact-candidate,erp-ui/src/api/system/salaryConfig.js:75
FEAPI-0478,POST,/system/salaryConfig/item,BEAPI-0592,exact-candidate,erp-ui/src/api/system/salaryConfig.js:83
FEAPI-0479,PUT,/system/salaryConfig/item,BEAPI-0593,exact-candidate,erp-ui/src/api/system/salaryConfig.js:92
FEAPI-0480,DELETE,/system/salaryConfig/item/{itemId},BEAPI-0594,exact-candidate,erp-ui/src/api/system/salaryConfig.js:101
FEAPI-0481,GET,/system/salaryConfig/role/{roleId},BEAPI-0595,exact-candidate,erp-ui/src/api/system/salaryConfig.js:109
FEAPI-0482,GET,/system/salaryConfig/role/batch,BEAPI-0596,exact-candidate,erp-ui/src/api/system/salaryConfig.js:117
FEAPI-0483,PUT,/system/salaryConfig/role/{roleId},BEAPI-0597,exact-candidate,erp-ui/src/api/system/salaryConfig.js:126
FEAPI-0484,GET,/system/salaryConfig/user/{userId},BEAPI-0598,exact-candidate,erp-ui/src/api/system/salaryConfig.js:135
FEAPI-0485,GET,/system/salaryConfig/user/batch,BEAPI-0599,exact-candidate,erp-ui/src/api/system/salaryConfig.js:143
FEAPI-0486,PUT,/system/salaryConfig/user/{userId},BEAPI-0600,exact-candidate,erp-ui/src/api/system/salaryConfig.js:152
FEAPI-0487,GET,/system/user/list,BEAPI-0603,exact-candidate,erp-ui/src/api/system/user.js:7
FEAPI-0488,GET,/system/user/setup-summary,BEAPI-0604,exact-candidate,erp-ui/src/api/system/user.js:17
FEAPI-0489,GET,/system/user/{parseStrEmpty_userId},BEAPI-0615,exact-candidate,erp-ui/src/api/system/user.js:26
FEAPI-0490,GET,/system/user/{userId}/pii,BEAPI-0616,exact-candidate,erp-ui/src/api/system/user.js:34
FEAPI-0491,PUT,/system/user/{userId}/{afterCreate_pii-after-create_pii},,unmatched-needs-review,erp-ui/src/api/system/user.js:43
FEAPI-0492,POST,/system/user,BEAPI-0620,exact-candidate,erp-ui/src/api/system/user.js:53
FEAPI-0493,PUT,/system/user,BEAPI-0621,exact-candidate,erp-ui/src/api/system/user.js:62
FEAPI-0494,POST,/system/user/derived-preview,BEAPI-0619,exact-candidate,erp-ui/src/api/system/user.js:71
FEAPI-0495,DELETE,/system/user/{userId},BEAPI-0622,exact-candidate,erp-ui/src/api/system/user.js:80
FEAPI-0496,PUT,/system/user/resetPwd,BEAPI-0623,exact-candidate,erp-ui/src/api/system/user.js:89
FEAPI-0497,PUT,/system/user/changeStatus,BEAPI-0626,exact-candidate,erp-ui/src/api/system/user.js:102
FEAPI-0498,GET,/system/user/profile,BEAPI-0560,exact-candidate,erp-ui/src/api/system/user.js:111
FEAPI-0499,PUT,/system/user/profile,BEAPI-0563,exact-candidate,erp-ui/src/api/system/user.js:119
FEAPI-0500,GET,/system/user/profile/completion,BEAPI-0561,exact-candidate,erp-ui/src/api/system/user.js:128
FEAPI-0501,PUT,/system/user/profile/completion,BEAPI-0562,exact-candidate,erp-ui/src/api/system/user.js:136
FEAPI-0502,PUT,/system/user/profile/updatePwd,BEAPI-0564,exact-candidate,erp-ui/src/api/system/user.js:149
FEAPI-0503,POST,/system/user/profile/avatar,BEAPI-0565,exact-candidate,erp-ui/src/api/system/user.js:158
FEAPI-0504,GET,/system/user/authRole/{userId},BEAPI-0627,exact-candidate,erp-ui/src/api/system/user.js:168
FEAPI-0505,PUT,/system/user/authRole,BEAPI-0628,exact-candidate,erp-ui/src/api/system/user.js:176
FEAPI-0506,GET,/system/user/deptTree,BEAPI-0629,exact-candidate,erp-ui/src/api/system/user.js:185
FEAPI-0507,GET,/system/user-notification/list,BEAPI-0631,exact-candidate,erp-ui/src/api/system/userNotification.js:5
FEAPI-0508,GET,/system/user-notification/unread-count,BEAPI-0632,exact-candidate,erp-ui/src/api/system/userNotification.js:13
FEAPI-0509,POST,/system/user-notification/{notificationId}/read,BEAPI-0633,exact-candidate,erp-ui/src/api/system/userNotification.js:21
FEAPI-0510,POST,/system/user-notification/device-token,BEAPI-0634,exact-candidate,erp-ui/src/api/system/userNotification.js:29
FEAPI-0511,DELETE,/system/user-notification/device-token,BEAPI-0635,exact-candidate,erp-ui/src/api/system/userNotification.js:37
FEAPI-0512,GET,/system/user/shop/tree,BEAPI-0638,exact-candidate,erp-ui/src/api/system/userShop.js:6
FEAPI-0513,GET,/system/user/shop/{userId},BEAPI-0639,exact-candidate,erp-ui/src/api/system/userShop.js:14
FEAPI-0514,GET,/system/user/shop/batch,BEAPI-0640,exact-candidate,erp-ui/src/api/system/userShop.js:22
FEAPI-0515,POST,/system/user/shop/{userId}/preview,BEAPI-0641,exact-candidate,erp-ui/src/api/system/userShop.js:31
FEAPI-0516,PUT,/system/user/shop/{userId},BEAPI-0642,exact-candidate,erp-ui/src/api/system/userShop.js:40
FEAPI-0517,GET,/code/gen/list,BEAPI-0077,exact-candidate,erp-ui/src/api/tool/gen.js:6
FEAPI-0518,GET,/code/gen/db/list,BEAPI-0079,exact-candidate,erp-ui/src/api/tool/gen.js:14
FEAPI-0519,GET,/code/gen/{tableId},BEAPI-0078,exact-candidate,erp-ui/src/api/tool/gen.js:23
FEAPI-0520,PUT,/code/gen,BEAPI-0082,exact-candidate,erp-ui/src/api/tool/gen.js:31
FEAPI-0521,POST,/code/gen/importTable,BEAPI-0081,exact-candidate,erp-ui/src/api/tool/gen.js:40
FEAPI-0522,GET,/code/gen/preview/{tableId},BEAPI-0084,exact-candidate,erp-ui/src/api/tool/gen.js:49
FEAPI-0523,DELETE,/code/gen/{tableId},BEAPI-0083,exact-candidate,erp-ui/src/api/tool/gen.js:57
FEAPI-0524,GET,/code/gen/genCode/{tableName},BEAPI-0086,exact-candidate,erp-ui/src/api/tool/gen.js:65
FEAPI-0525,GET,/code/gen/synchDb/{tableName},BEAPI-0087,exact-candidate,erp-ui/src/api/tool/gen.js:73
FEAPI-0526,GET,{provider}/{endpoint},,unmatched-needs-review,erp-ui/src/api/workbench/todo.js:16
